Rank,Player,Real time,In-game time,Version,Difficulty,F3,Mods,Date,Unnamed: 9,Unnamed: 10,Unnamed: 11,userlink
152nd,itrac,19m 48s 820ms,19m 45s 550ms,19m 45s 550ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/itrac
153rd,Chandelier04,20m 08s 638ms,19m 46s,19m 46s (in-game time),1.16.1,Normal,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Chandelier04
154th,boltdan,20m 32s 260ms,19m 47s 050ms,19m 47s 050ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/boltdan
155th,WATTSONI,20m 13s 020ms,19m 49s 400ms,19m 49s 400ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/WATTSONI
156th,Stevie7,20m 10s 120ms,19m 50s 100ms,19m 50s 100ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Stevie7
157th,speedycube64,19m 52s 380ms,19m 52s 250ms,19m 52s 250ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/speedycube64
158th,blazejPL,20m 18s 280ms,19m 53s 700ms,19m 53s 700ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/blazejPL
159th,batatowisk08,20m 28s 200ms,19m 53s 750ms,19m 53s 750ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/batatowisk08
160th,ImbeK,20m 04s 400ms,19m 54s 650ms,19m 54s 650ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/ImbeK
161st,jojoe77777,20m 36s 040ms,19m 55s 100ms,19m 55s 100ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/jojoe77777
162nd,FunkyChickenGuy,20m 17s 200ms,19m 56s 300ms,19m 56s 300ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/FunkyChickenGuy
163rd,leezaard,20m 39s 070ms,19m 58s 550ms,19m 58s 550ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/leezaard
164th,Luxik,20m 31s 490ms,19m 59s 050ms,19m 59s 050ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/Luxik
165th,jefspaceman,20m 51s 310ms,19m 59s 950ms,19m 59s 950ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/jefspaceman
166th,actualbigchief,20m 00s 035ms,20m 01s 070ms,20m 01s 070ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/actualbigchief
167th,Rickezinho,20m 11s 530ms,20m 01s 450ms,20m 01s 450ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/Rickezinho
168th,triple6kono,20m 14s 100ms,20m 02s 650ms,20m 02s 650ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/triple6kono
169th,Teddiursa1234,20m 41s 720ms,20m 03s 600ms,20m 03s 600ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Teddiursa1234
170th,DeXsteR,20m 04s 740ms,20m 03s 850ms,20m 03s 850ms (in-game time),1.16.1,Normal,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/DeXsteR
171st,Godzito,20m 32s 810ms,20m 07s 500ms,20m 07s 500ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Godzito
172nd,Exuberance,20m 11s 440ms,20m 08s 100ms,20m 08s 100ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Exuberance
173rd,Ivwn,20m 29s 420ms,20m 10s 400ms,20m 10s 400ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/Ivwn
174th,Thananiel_,20m 41s 970ms,20m 10s 500ms,20m 10s 500ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/Thananiel_
175th,Shipoman,20m 33s 790ms,20m 13s 550ms,20m 13s 550ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/Shipoman
176th,giyo_,20m 22s 730ms,20m 14s 300ms,20m 14s 300ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/giyo_
177th,minaxa,20m 23s 870ms,20m 15s 750ms,20m 15s 750ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/minaxa
178th,Colooguy,21m 08s 900ms,20m 16s 300ms,20m 16s 300ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Colooguy
179th,Chaosflo44,20m 25s 050ms,20m 16s 400ms,20m 16s 400ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/Chaosflo44
180th,Acilith,20m 35s 040ms,20m 17s 350ms,20m 17s 350ms (in-game time),1.16.1,Normal,F3,CaffeineMC,4 weeks ago,,,https://www.speedrun.com/user/Acilith
181st,672JengaBlocks,20m 18s 300ms,20m 18s 300ms,20m 18s 300ms (in-game time),1.16.1,Normal,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/672JengaBlocks
182nd,NamelyNici,20m 45s 940ms,20m 18s 650ms,20m 18s 650ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/NamelyNici
183rd,Creppcrafter,20m 56s 810ms,20m 18s 950ms,20m 18s 950ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/Creppcrafter
184th,Un_Mexican0,20m 25s 030ms,20m 21s 650ms,20m 21s 650ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Un_Mexican0
184th,KEYL000,21m 23s 690ms,20m 21s 650ms,20m 21s 650ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/KEYL000
186th,Idkcdt,20m 38s 850ms,20m 21s 750ms,20m 21s 750ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Idkcdt
187th,Hinart,21m 14s 060ms,20m 22s 700ms,20m 22s 700ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/Hinart
188th,luisferbarragan,20m 31s 460ms,20m 26s 150ms,20m 26s 150ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/luisferbarragan
189th,cipherXn,20m 43s 800ms,20m 27s 300ms,20m 27s 300ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/cipherXn
190th,Pedrodbr,20m 35s 320ms,20m 28s 210ms,20m 28s 210ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Pedrodbr
191st,Haid_,20m 32s 830ms,20m 28s 500ms,20m 28s 500ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Haid_
192nd,TendingSea1,20m 39s 030ms,20m 29s 650ms,20m 29s 650ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/TendingSea1
193rd,tomaron13,21m 53s 880ms,20m 29s 800ms,20m 29s 800ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/tomaron13
194th,City,20m 36s,20m 30s,20m 30s (in-game time),1.16.1,Normal,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/City
195th,santa12,21m 01s 390ms,20m 30s 550ms,20m 30s 550ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/santa12
196th,JuliusTheTinyDog,20m 35s,20m 32s,20m 32s (in-game time),1.16.1,Normal,F3,Vanilla,5 months ago,,,https://www.speedrun.com/user/JuliusTheTinyDog
197th,acclaimedTV,20m 52s 390ms,20m 33s 400ms,20m 33s 400ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/acclaimedTV
198th,Gemlingur,20m 58s 190ms,20m 33s 700ms,20m 33s 700ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/Gemlingur
199th,LucoSRL,20m 56s,20m 34s,20m 34s (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/LucoSRL
200th,SamDao,20m 37s 940ms,20m 37s 940ms,20m 37s 940ms (in-game time),1.16.1,Normal,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/SamDao
201st,Melizsa,21m 31s 012ms,20m 39s 005ms,20m 39s 005ms (in-game time),1.16.1,Easy,F3,CaffeineMC,6 days ago,,,https://www.speedrun.com/user/Melizsa
202nd,Tegez,21m 37s 300ms,20m 42s 450ms,20m 42s 450ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/Tegez
203rd,Blayyzi,21m 05s 390ms,20m 42s 500ms,20m 42s 500ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Blayyzi
204th,iluappi,20m 48s 044ms,20m 43s 060ms,20m 43s 060ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/iluappi
205th,Besiak,21m 22s 750ms,20m 44s 100ms,20m 44s 100ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/Besiak
206th,Bubbawid,20m 54s 367ms,20m 44s 700ms,20m 44s 700ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Bubbawid
207th,Landslide88,20m 54s 740ms,20m 44s 750ms,20m 44s 750ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/Landslide88
208th,Howwyl,20m 56s 290ms,20m 45s 850ms,20m 45s 850ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Howwyl
209th,soccerdude24663,20m 46s 950ms,20m 46s 950ms,20m 46s 950ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/soccerdude24663
210th,lulziggy,20m 56s 680ms,20m 47s 350ms,20m 47s 350ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/lulziggy
211th,dappers,20m 52s 110ms,20m 47s 600ms,20m 47s 600ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/dappers
212th,sowurai,20m 48s 130ms,20m 48s 130ms,20m 48s 130ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/sowurai
213th,synapsolus,20m 00s 980ms,20m 48s 300ms,20m 48s 300ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/synapsolus
214th,F1LIPINO,20m 55s 990ms,20m 49s 250ms,20m 49s 250ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/F1LIPINO
215th,biased,21m 38s 043ms,20m 50s,20m 50s (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/biased
216th,Nolif,20m 51s 069ms,20m 51s 069ms,20m 51s 069ms (in-game time),1.16.1,Normal,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/Nolif
217th,ExTr0iX,21m 09s 950ms,20m 57s 683ms,20m 57s 683ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/ExTr0iX
218th,Jakers_42,21m 07s 040ms,20m 57s 800ms,20m 57s 800ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Jakers_42
219th,endguiap,21m 34s 650ms,20m 58s 750ms,20m 58s 750ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/endguiap
220th,Cizzorz,21m 01s 840ms,20m 59s 850ms,20m 59s 850ms (in-game time),1.16.1,Easy,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/Cizzorz
221st,Officialjamesbob,21m 16s 380ms,21m 00s 850ms,21m 00s 850ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/Officialjamesbob
222nd,Sampstah,22m 20s 640ms,21m 04s,21m 04s (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Sampstah
223rd,Oskar33,21m 46s 010ms,21m 05s 800ms,21m 05s 800ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/Oskar33
224th,calc1um,21m 10s 920ms,21m 08s 600ms,21m 08s 600ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/calc1um
225th,Prowo,21m 31s 630ms,21m 08s 900ms,21m 08s 900ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/Prowo
226th,LogyHD,21m 13s 100ms,21m 09s 200ms,21m 09s 200ms (in-game time),1.16.1,Normal,F3,CaffeineMC,4 weeks ago,,,https://www.speedrun.com/user/LogyHD
227th,sumtingwng17,21m 23s 310ms,21m 11s 750ms,21m 11s 750ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/sumtingwng17
228th,eOliver,21m 37s 340ms,21m 12s 900ms,21m 12s 900ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/eOliver
229th,Kajodenn,21m 25s 110ms,21m 14s 050ms,21m 14s 050ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Kajodenn
230th,UncleMeekul,21m 19s 700ms,21m 14s 650ms,21m 14s 650ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/UncleMeekul
231st,bodiDogg,21m 40s,21m 17s,21m 17s (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/bodiDogg
232nd,Arhimond1998,21m 24s 310ms,21m 17s 050ms,21m 17s 050ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 weeks ago,,,https://www.speedrun.com/user/Arhimond1998
233rd,xCrownie,21m 25s 620ms,21m 17s 400ms,21m 17s 400ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/xCrownie
234th,treeno,22m 45s,21m 17s 700ms,21m 17s 700ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/treeno
235th,Copy,21m 27s 210ms,21m 19s 750ms,21m 19s 750ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Copy
236th,eedu,22m 16s,21m 20s 450ms,21m 20s 450ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/eedu
237th,ZacKHD,21m 54s 620ms,21m 24s 450ms,21m 24s 450ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/ZacKHD
238th,Kokos,22m 02s 410ms,21m 25s 650ms,21m 25s 650ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Kokos
239th,Landydust,22m 09s 580ms,21m 26s 200ms,21m 26s 200ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Landydust
240th,Shogurt,21m 59s 540ms,21m 28s 550ms,21m 28s 550ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Shogurt
241st,AgarOther,21m 39s 600ms,21m 28s 600ms,21m 28s 600ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/AgarOther
242nd,jacato,21m 30s 990ms,21m 29s 100ms,21m 29s 100ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/jacato
242nd,cngx,21m 38s 260ms,21m 29s 100ms,21m 29s 100ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/cngx
244th,mollyyxy,22m 13s 050ms,21m 30s 100ms,21m 30s 100ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/mollyyxy
245th,Biff,21m 47s 300ms,21m 30s 400ms,21m 30s 400ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Biff
246th,look_,21m 48s 040ms,21m 30s 800ms,21m 30s 800ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 weeks ago,,,https://www.speedrun.com/user/look_
247th,Coosh02,21m 40s 490ms,21m 31s 650ms,21m 31s 650ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Coosh02
248th,Someone408B,21m 41s 670ms,21m 32s 800ms,21m 32s 800ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/Someone408B
249th,Kikiitta,21m 32s 840ms,21m 32s 840ms,21m 32s 840ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/Kikiitta
250th,__Blacky,21m 37s 500ms,21m 33s 050ms,21m 33s 050ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/__Blacky
251st,goseenanan,21m 56s 950ms,21m 33s 250ms,21m 33s 250ms (in-game time),1.16.1,Easy,F3,Vanilla,2 weeks ago,,,https://www.speedrun.com/user/goseenanan
252nd,DolphinAlpha,23m 54s 310ms,21m 33s 400ms,21m 33s 400ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/DolphinAlpha
253rd,AndyCuh,22m 21s 920ms,21m 34s 500ms,21m 34s 500ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/AndyCuh
254th,towdan,22m 28s 070ms,21m 35s 300ms,21m 35s 300ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/towdan
255th,Jamima,21m 37s 800ms,21m 37s 800ms,21m 37s 800ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Jamima
256th,Igno_C,21m 50s 080ms,21m 40s 550ms,21m 40s 550ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Igno_C
257th,cloUder691,21m 54s 050ms,21m 40s 850ms,21m 40s 850ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/cloUder691
258th,jamieee,22m 10s 130ms,21m 41s 800ms,21m 41s 800ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/jamieee
259th,1kyt,21m 44s 970ms,21m 44s 750ms,21m 44s 750ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/1kyt
260th,Skotos,21m 59s 220ms,21m 45s 600ms,21m 45s 600ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/Skotos
261st,rinnyginny,22m 15s 570ms,21m 45s 850ms,21m 45s 850ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/rinnyginny
262nd,MoDDyChat,21m 51s 090ms,21m 46s 800ms,21m 46s 800ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/MoDDyChat
263rd,Trevstacks,21m 48s,21m 48s,21m 48s (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/Trevstacks
264th,supertf,21m 48s 810ms,21m 49s 050ms,21m 49s 050ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/supertf
265th,Thriive_,21m 59s 170ms,21m 49s 550ms,21m 49s 550ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/Thriive_
266th,c10sens,22m 07s 010ms,21m 52s 850ms,21m 52s 850ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/c10sens
267th,Redmaddic,22m 00s 100ms,21m 54s 450ms,21m 54s 450ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Redmaddic
267th,Marlin,22m 10s 490ms,21m 54s 450ms,21m 54s 450ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Marlin
269th,Sponsorius,23m 09s 470ms,21m 54s 600ms,21m 54s 600ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Sponsorius
270th,balsaferret,23m 00s 190ms,21m 57s 850ms,21m 57s 850ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/balsaferret
271st,MallardTV,22m 03s,21m 59s,21m 59s (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/MallardTV
272nd,Spitfire57,22m 05s 360ms,21m 59s 200ms,21m 59s 200ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/Spitfire57
273rd,Orbs3x,22m 11s 830ms,21m 59s 450ms,21m 59s 450ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 weeks ago,,,https://www.speedrun.com/user/Orbs3x
274th,r4msey,22m 11s 340ms,22m 00s 250ms,22m 00s 250ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/r4msey
275th,sergietesan,22m 14s 440ms,22m 03s 550ms,22m 03s 550ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/sergietesan
276th,Zelepha,22m 11s 390ms,22m 04s 100ms,22m 04s 100ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/Zelepha
277th,Frogzz,24m 30s 400ms,22m 04s 500ms,22m 04s 500ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Frogzz
278th,T_Wag,22m 05s,22m 04s 600ms,22m 04s 600ms (in-game time),1.16.1,Normal,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/T_Wag
279th,Four,22m 24s 000ms,22m 05s 000ms,22m 05s 000ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Four
280th,adjournment,22m 06s 967ms,22m 06s 967ms,22m 06s 967ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/adjournment
281st,klydezzz,22m 17s 310ms,22m 07s 200ms,22m 07s 200ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/klydezzz
282nd,tjthings,22m 11s 340ms,22m 08s 600ms,22m 08s 600ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/tjthings
282nd,Galacticafro,22m 19s 580ms,22m 08s 600ms,22m 08s 600ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/Galacticafro
284th,ZodGod,22m 31s 190ms,22m 09s 700ms,22m 09s 700ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/ZodGod
285th,SLTRR,22m 32s 680ms,22m 10s 350ms,22m 10s 350ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/SLTRR
286th,leNnard,22m 13s 240ms,22m 10s 500ms,22m 10s 500ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/leNnard
287th,xlourx,22m 29s 180ms,22m 12s 450ms,22m 12s 450ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/xlourx
288th,spinnaker_rl,22m 35s 830ms,22m 13s 950ms,22m 13s 950ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/spinnaker_rl
289th,Pyroxd,22m 27s 530ms,22m 14s 350ms,22m 14s 350ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Pyroxd
290th,Kuzeyli,22m 44s 550ms,22m 15s 400ms,22m 15s 400ms (in-game time),1.16.1,Easy,F3,Vanilla,3 weeks ago,,,https://www.speedrun.com/user/Kuzeyli
291st,Desticy,22m 39s 280ms,22m 19s 550ms,22m 19s 550ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/Desticy
292nd,ADAMOS26,22m 38s 040ms,22m 19s 900ms,22m 19s 900ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/ADAMOS26
293rd,Forteclock,22m 20s,22m 20s,22m 20s (in-game time),1.16.1,Normal,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/Forteclock
294th,RaeveZ,22m 20s 920ms,22m 20s 700ms,22m 20s 700ms (in-game time),1.16.1,Normal,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/RaeveZ
295th,siennsienn,22m 22s 160ms,22m 22s 160ms,22m 22s 160ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/siennsienn
296th,Veeeegard,23m 04s 880ms,22m 22s 200ms,22m 22s 200ms (in-game time),1.16.1,Normal,F3,CaffeineMC,4 weeks ago,,,https://www.speedrun.com/user/Veeeegard
297th,TwitchyQL,22m 57s 500ms,22m 23s 500ms,22m 23s 500ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/TwitchyQL
298th,Swight,22m 33s 870ms,22m 24s,22m 24s (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Swight
299th,Reinis,22m 24s 120ms,22m 24s 120ms,22m 24s 120ms (in-game time),1.16.1,Normal,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/Reinis
